tweet,tweet_is_directed_at,emotion,character_count,word_count,is_tweet_negative,is_apple,number_of_mentions,hashtags_count,average_word_length
"""The iCloud storage limit is ridiculous. @Apple needs to reconsider their pricing. #iCloudFail""",iCloud,negative,97,13,1,1,1,1,6.4
"""YouTube's ads are getting out of hand. It's ruining the platform. #YouTubeFail""",YouTube,negative,79,11,1,0,0,1,6
"""The new macOS update has slowed down my Mac to a crawl. Unacceptable! #macOSFail""",macOS,negative,89,13,1,1,0,1,5.9
"""Gmail's new interface is confusing and not user-friendly at all. @Google #GmailFail""",Gmail,negative,89,12,1,0,1,1,6.3
"The new iPadOS is full of bugs. It has ruined my iPad experience. #iPadOSFail""",iPadOS,negative,87,12,1,1,0,1,6.2
"""Google Play Store's new layout is a mess. It's difficult to find anything. #PlayStoreFail""",Google Play Store,negative,95,13,1,0,0,1,6.2
"""AirTags are not as useful as I thought. I can't even find my keys. #AirTagsFail""",AirTags,negative,82,13,1,1,0,1,5.3
"""Google's new privacy policy is concerning. I don't feel safe anymore. #GooglePrivacyFail""",Google,negative,87,12,1,0,0,1,6.3
"""Really, @Google? New Nest Thermostat doesn't connect with wifi. #GoogleFail""",Google Nest,negative,74,11,1,0,1,1,5.5
"""My iPhone13's battery is draining quickly. Bad product, @Apple!""",iPhone13,negative,70,9,1,1,1,0,6.4
"""Google Drive is slow! Uploading is a nightmare.""",Google Drive,negative,48,7,1,0,0,0,5.9
"""Worst update, Safari! Can't even open a single tab without crashing.""",Safari,negative,74,12,1,1,0,0,5.2
"""Pixel Buds have low sound quality. So disappointed.""",Pixel Buds,negative,54,7,1,0,0,0,6.5
"""Macbook Air's fan is so loud. It's unbearable! #MacFail""",Macbook Air,negative,62,9,1,1,0,1,5.8
"""@Google Stadia has a poor game library. Not worth it.""",Google Stadia,negative,58,8,1,0,1,0,6.1
"""Apple Pay doesn't work at my local stores. Frustrating!""",Apple Pay,negative,57,9,1,1,0,0,5.4
"""Google Maps is inaccurate. Lost my way. #MapsFail""",Google Maps,negative,52,7,1,0,0,1,6.1
"""iOS15 is full of bugs. Downgrading!""",iOS15,negative,35,6,1,1,0,0,5.2
"""Google Fi service is poor. Regretting the switch.""",Google Fi,negative,50,7,1,0,0,0,6.3
"""iMac's display is not as good as advertised.""",iMac,negative,48,8,1,1,0,0,5.1
"""Google Docs lags. Can't work efficiently.""",Google Docs,negative,39,5,1,0,0,0,6.8
"""AirPods Max are overpriced. Regret buying.""",AirPods Max,negative,42,5,1,1,0,0,7
"""@Google's Fitbit is not accurate. Useless!""",Fitbit,negative,42,6,1,0,1,0,6
"""iOS App Store is full of useless apps. #AppStoreFail""",App Store,negative,56,8,1,1,0,1,6.1
"""Google's search algorithm is biased. Moving to other search engines.""",Google,negative,73,10,1,0,0,0,6.3
"""iCloud storage is too expensive! @Apple, we need better plans.""",iCloud,negative,70,9,1,1,1,0,6.6
"""Pixelbook Go's battery life is pathetic. Waste of money!""",Pixelbook Go,negative,62,8,1,0,0,0,6.5
"""Apple's HomePod mini's sound quality is average at best.""",HomePod mini,negative,63,8,1,1,0,0,6.9
"""@Google's Android Auto is not user friendly. Too complicated.""",Android Auto,negative,64,8,1,0,1,0,7.1
"""Apple's iPad Pro is not as powerful as claimed. Unimpressed.""",iPad Pro,negative,65,9,1,1,0,0,6.1
"""Google's VR platform Daydream is a joke. No real value!""",Daydream,negative,59,8,1,0,0,0,6.4
"""Apple's iPhone SE is a letdown. Expected more. #iPhoneSEFail""",iPhone SE,negative,63,8,1,1,0,1,6.9
"""YouTube's recommendation algorithm is garbage. @Google, fix it!""",YouTube,negative,65,8,1,0,1,0,7.1
"""Unbelievable! The new Google Pixel update killed my battery.""",Google Pixel,negative,69,10,1,0,0,0,6
"""Latest MacBook Pro is a huge disappointment. Not worth its price.""",MacBook Pro,negative,69,10,1,1,0,0,6
"""Chrome's updates are ruining my workflow. Annoying. @Google #ChromeFail""",Chrome,negative,75,9,1,0,1,1,7.1
"""Worst facial recognition ever on the new iPhone! #iPhoneFail""",iPhone,negative,62,8,1,1,0,1,6.9
"""Google Assistant misunderstands everything. Pathetic. #AssistantFail""",Google Assistant,negative,68,6,1,0,0,1,9.3
"""MacBook Air's performance is abysmal. What a waste of money!""",MacBook Air,negative,66,10,1,1,0,0,5.7
"""Android's update full of glitches. Very disappointing.""",Android,negative,55,6,1,0,0,0,7.8
"""AirPods Pro, a bad investment. Not worth the hype. #AirPodsProFail""",AirPods Pro,negative,70,10,1,1,0,1,6
"""Google Calendar's UI is a mess. User-unfriendly. #CalendarFail""",Google Calendar,negative,67,7,1,0,0,1,8.3
"""iOS updates ruined my user experience. Regret updating. #iOSFail""",iOS,negative,67,9,1,1,0,1,6.4
"""Pixel 6 camera doesn't live up to the hype. #Pixel6Fail""",Pixel 6,negative,57,8,1,0,0,1,6.1
"""iPad mini is a letdown. Not worth the investment. #iPadMiniFail""",iPad mini,negative,67,10,1,1,0,1,5.7
"""Google Sheets is slow, kills productivity. Looking for alternatives.""",Google Sheets,negative,74,8,1,0,0,0,8.4
"""Siri's inaccuracy is a major disappointment. #SiriFail""",Siri,negative,51,6,1,1,0,1,7.3
"""Google Ads is becoming intrusive. Ruins browsing experience. #GoogleAdsFail""",Google Ads,negative,73,9,1,0,0,1,7
"""iTunes, why so complicated? Get it together, @Apple. #iTunesFail""",iTunes,negative,65,9,1,1,1,1,6.1
"""Google Photos' new update is a privacy nightmare. #PhotosFail""",Google Photos,negative,63,8,1,0,0,1,7
"""iCloud storage limit is ridiculous. Time for a change, @Apple!""",iCloud,negative,63,10,1,1,1,0,5.3
"""YouTube ads are out of hand. It's ruining the platform.""",YouTube,negative,58,9,1,0,0,0,5.7
"""Latest macOS update has slowed down my Mac. Unacceptable! #macOSFail""",macOS,negative,76,11,1,1,0,1,6
"""Gmail's new interface is too confusing. I don't like it. @Google""",Gmail,negative,68,11,1,0,1,0,5.2
"""New iPadOS full of bugs. It's a disaster. #iPadOSFail""",iPadOS,negative,59,8,1,1,0,1,6.6
"""Google Drive's recent changes are frustrating. #DriveFail""",Google Drive,negative,58,6,1,0,0,1,8.5
"""Apple Watch, why so expensive? Not worth it. #AppleWatchFail""",Apple Watch,negative,65,8,1,1,0,1,7.3
"""Google's data collection is worrying. Time to move to alternatives.""",Google,negative,71,10,1,0,0,0,6.3
"""Damn it, Google! Your Android update made my phone slower than a snail.""",Android,negative,79,12,1,0,0,0,5.8
"""What the hell, Apple? Macbook's keyboard is a disaster. #MacbookFail""",Macbook,negative,71,10,1,1,0,1,6.1
"""Pixel 5, you're an absolute joke! Worst camera ever. #Pixel5Fail""",Pixel 5,negative,67,9,1,0,0,1,6.1
"""Can't believe I wasted money on these trashy AirPods. Absolute rip-off!""",AirPods,negative,76,11,1,1,0,0,5.9
"""Google Maps led me to a dead end. Screw your GPS, @Google. #MapsFail""",Google Maps,negative,79,12,1,0,1,1,5.6
"""Damn iPad Pro! Not as pro as you claim to be. #iPadProFail""",iPad Pro,negative,65,11,1,1,0,1,5.1
"""Chromebook, you're a pathetic excuse for a laptop. #ChromebookFail""",Chromebook,negative,68,8,1,0,0,1,7
"""Sick and tired of the constant iCloud errors. Get your act together, @Apple!""",iCloud,negative,85,12,1,1,1,0,6.1
"""Gmail, why the hell do you keep sending important emails to spam? #GmailFail""",Gmail,negative,80,13,1,0,0,1,5.3
"""iOS 15 is a total crap! My phone is practically unusable now. #iOS15Fail""",iOS 15,negative,80,12,1,1,0,1,5.6
"""What's wrong with Google Assistant? Can't even set a damn timer right. #AssistantFail""",Google Assistant,negative,89,12,1,0,0,1,6.4
"""Apple TV remote is a pain in the ass. Worst design ever! #AppleTVFail""",Apple TV,negative,79,12,1,1,0,1,5.6
"""YouTube's algorithm is absolutely ridiculous. I don't want cat videos, @Google!""",YouTube,negative,84,11,1,0,1,0,6.6
"""iMessage is a total mess. Can't even sync properly between devices. Screw this!""",iMessage,negative,83,11,1,1,0,0,6.6
"""Damn you, Google Drive! Lost my documents because of your stupid sync errors.""",Google Drive,negative,84,12,1,0,0,0,6
"""Apple Music is trash. Can't even shuffle properly. Spotify, here I come!""",Apple Music,negative,73,11,1,1,0,0,5.7
"""Google Play Store is a minefield of garbage apps. Get it together, @Google!""",Google Play Store,negative,79,11,1,0,1,0,6.3
"""My iPhone battery dies faster than a damn mayfly. Fix this crap, @Apple!""",iPhone,negative,76,12,1,1,1,0,5.5
"""Chrome's memory usage is a bloody joke. Seriously considering Safari now. #ChromeFail""",Chrome,negative,82,12,1,0,0,1,5.9
"""Sick of this Google Photos storage crap. Off to iCloud I go. #GooglePhotosFail""",Google Photos,negative,81,12,1,0,0,1,5.8
"""Apple Watch? More like Crapple Watch. Worst fitness tracking ever!""",Apple Watch,negative,67,9,1,1,0,0,6.6
"""Google Docs lagging like hell. Can't get any work done. #DocsFail""",Google Docs,negative,64,10,1,0,0,1,5.4
"""Apple's 'geniuses' couldn't fix a sandwich. Worst service ever! #AppleGeniusFail""",Apple,negative,73,9,1,1,0,1,7.1
"""Hangouts is the worst messaging app ever. Constant glitches and freezes. @Google""",Hangouts,negative,82,11,1,0,1,0,6.5
"""Safari's performance is a damn disgrace. Time to switch browsers. #SafariFail""",Safari,negative,72,10,1,1,0,1,6.2
"""@Google, your Chrome browser is as slow as a turtle. Bloody frustrating! #ChromeFail""",Chrome,negative,89,12,1,0,1,1,6.4
"""I'm tired of my damn iPhone battery dying every hour! Seriously @Apple? #iPhoneFail""",iPhone,negative,92,13,1,1,1,1,6.2
"""Android's latest update screwed up my phone! This is outrageous, @Google. #AndroidFail""",Android,negative,97,13,1,0,1,1,6.5
"""Hell, this new iOS 15 is a total disaster! Damn bugs everywhere. @Apple #iOS15Fail""",iOS 15,negative,90,13,1,1,1,1,6.1
"""Google Assistant, you're damn useless. Can't even understand basic commands. #AssistantFail""",Google Assistant,negative,99,13,1,0,0,1,6.7
"""AirPods Pro's noise cancellation is a bloody joke. Money wasted! #AirPodsProFail""",AirPods Pro,negative,88,11,1,1,0,1,7
"""Google Maps, are you drunk? Sent me to the wrong address again! #MapsFail""",Google Maps,negative,84,12,1,0,0,1,6.1
"""Macbook Pro's butterfly keyboard is a pain in the ass. Get it right, @Apple! #MacbookFail""",Macbook Pro,negative,98,14,1,1,1,1,6.1
"""Damn it, Gmail! Stop sending my important mails to spam! #GmailFail""",Gmail,negative,73,11,1,0,0,1,5.6
"""Pixel's camera is a total crap! Grainy photos are not 'high-res', @Google. #PixelFail""",Pixel,negative,95,14,1,0,1,1,5.8
"""Safari crashes more often than it works. It's bloody infuriating! #SafariFail""",Safari,negative,81,11,1,1,0,1,6.4
"""Google Drive, your syncing issues have cost me my data! Damn you! #DriveFail""",Google Drive,negative,85,13,1,0,0,1,5.6
"""My Apple Watch is about as accurate as a blindfolded darts player. #AppleWatchFail""",Apple Watch,negative,86,12,1,1,0,1,6.2
"""The new Google Sheets update is a mess! Lost all my damn formulas. #SheetsFail""",Google Sheets,negative,85,12,1,0,0,1,6.2
"""iMessage, sync properly or I'm done with you! Can't handle this crap anymore. @Apple #iMessageFail""",iMessage,negative,102,15,1,1,1,1,6.1
"""YouTube's recommendation algorithm is bloody irritating. Stop the cat videos, @Google! #YouTubeFail""",YouTube,negative,105,14,1,0,1,1,6.6
"""iCloud's storage pricing is a rip-off. Moving to Google Drive. #iCloudFail""",iCloud,negative,80,11,1,1,0,1,6.2
"""Why is Google Photos always confusing my pictures? It's damn frustrating! #PhotosFail""",Google Photos,negative,88,11,1,0,0,1,7
"""Apple Music's playlists are a disaster. Can't find my favourite songs. #AppleMusicFail""",Apple Music,negative,90,12,1,1,0,1,6.5
"""Hangouts is as reliable as a chocolate teapot. Time to switch. @Google #HangoutsFail""",Hangouts,negative,88,12,1,0,1,1,6.4
"""Apple's Face ID fails more than it works. So much for 'innovation'. #FaceIDFail""",Face ID,negative,82,11,1,1,0,1,6.4
"""Google Docs' collaboration is a nightmare! Can't get any work done. #DocsFail""",Google Docs,negative,84,12,1,0,0,1,6
"""Apple's 'genius' service couldn't fix a damn light bulb. Worst service ever! #GeniusFail""",Apple,negative,94,13,1,1,0,1,6.3
"""YouTube ads are driving me insane. Enough is enough, @Google! #YouTubeAdsFail""",YouTube,negative,83,11,1,0,1,1,6.5
"""iTunes is the worst music platform. Terrible interface, horrible experience! #iTunesFail""",iTunes,negative,92,11,1,1,0,1,7.3
"""So sick of @Google's laggy Chrome browser. Can't even load a simple page! #ChromeLag""",Chrome,negative,89,13,1,0,1,1,5.9
"""I regret every penny spent on this trashy iPhone! Battery life is a joke. @Apple #iPhoneSucks""",iPhone,negative,101,15,1,1,1,1,5.7
"""Google, your Android update turned my phone into a brick! Unacceptable. #AndroidBlows""",Android,negative,92,12,1,0,1,1,6.8
"""The new iOS is a total disaster, it's like a buggy hellhole! @Apple, sort it out! #iOSNightmare""",iOS,negative,106,16,1,1,1,1,5.9
"""Google Assistant is about as helpful as a chocolate teapot. Useless! #AssistantTrash""",Google Assistant,negative,94,12,1,0,0,1,6.8
"""I swear my AirPods Pro have the worst noise cancellation ever. Pure junk! #AirPodsProSuck""",AirPods Pro,negative,98,13,1,1,0,1,6.8
"""Google Maps is driving me nuts! You're supposed to guide, not mislead! #MapsMisery""",Google Maps,negative,93,12,1,0,0,1,6.9
"""My Macbook Pro's keyboard is a bloody nightmare. An expensive pain! @Apple #MacbookProBlows""",Macbook Pro,negative,110,15,1,1,1,1,6.6
"""Gmail, stop acting stupid! Important emails aren't spam! #GmailTrash""",Gmail,negative,75,11,1,0,0,1,5.4
"""Pixel's camera is absolute crap! High-res? More like high-stress! @Google #PixelSucks""",Pixel,negative,101,14,1,0,1,1,6.2
"""Bloody Safari, more crashes than a demolition derby! Unbearable. #SafariSucks""",Safari,negative,82,10,1,1,0,1,7.3
"""Google Drive lost all my data due to sync issues. You're pathetic! #DriveDown""",Google Drive,negative,89,13,1,0,0,1,6.2
"""Apple Watch, your inaccuracy is killing me. Worst. Purchase. Ever. #AppleWatchFails""",Apple Watch,negative,96,12,1,1,0,1,7.1
"""This Google Sheets update ruined all my work. Seriously Google, get it together! #SheetsSuck""",Google Sheets,negative,108,15,1,0,0,1,6.5
"""iMessage, you're testing my patience with your syncing issues. Fed up with this crap! @Apple #iMessageBlows""",iMessage,negative,117,17,1,1,1,1,5.9
"""YouTube's algorithm is the worst! Enough with the garbage recommendations, @Google! #YouTubeFails""",YouTube,negative,108,14,1,0,1,1,6.8
"""iCloud storage pricing is daylight robbery. I'm switching to Google Drive. #iCloudSucks""",iCloud,negative,94,12,1,1,0,1,7
"""Google Photos, you can't even sort pictures correctly. Utterly frustrating! #PhotosFail""",Google Photos,negative,95,12,1,0,0,1,7
"""Apple Music, your playlists are horrendous. Where's my music? #AppleMusicBlows""",Apple Music,negative,86,10,1,1,0,1,7.6
"""Hangouts, you're as reliable as a chocolate fireplace. Enough said. @Google #HangoutsSucks""",Hangouts,negative,96,13,1,0,1,1,6.5
"""Face ID, you fail more than you succeed. Innovation my foot, Apple! #FaceIDFail""",Face ID,negative,89,13,1,1,0,1,6
"""Google Docs, your collaboration feature is a catastrophe! Unusable! #DocsDown""",Google Docs,negative,89,11,1,0,0,1,7.3
"""Apple's 'genius' service is anything but. You've lost a customer today! #GeniusFail""",Apple,negative,89,13,1,1,0,1,6.2
"""YouTube ads are driving me up the wall! This is ridiculous, @Google! #AdOverload""",YouTube,negative,87,12,1,0,1,1,6.4
"""iTunes, your UI is a bloody eyesore. Worst music platform ever! #iTunesSucks""",iTunes,negative,85,12,1,1,0,1,6.1
"""This is it, my iPhone's battery is as good as dead!""",iPhone,negative,53,9,1,1,0,0,5
"""Google Chrome is running so slow, it's unbearable.""",Chrome,negative,53,8,1,0,0,0,5.8
"""Apple, your new iOS update is a disaster. Apps keep crashing left, right, and center!""",iOS,negative,88,14,1,1,0,0,5.3
"""What the heck, Google! This Android update ruined my phone!""",Android,negative,60,10,1,0,0,0,5
"""I'm losing my mind over this crap MacBook Pro keyboard!""",MacBook Pro,negative,57,9,1,1,0,0,5.4
"""Google Drive, you lost all my work due to sync issues. Unforgivable!""",Google Drive,negative,73,12,1,0,0,0,5.3
"""Pixel, your camera quality is crap! It's a disgrace!""",Pixel,negative,52,9,1,0,0,0,4.8
"""The Safari browser is just the worst. It crashes more often than it works.""",Safari,negative,73,13,1,1,0,0,4.8
"""Why is Apple Music's playlist algorithm so horrendous? It's all rubbish!""",Apple Music,negative,75,11,1,1,0,0,5.8
"""Can't believe Google's YouTube recommendations are this poor. Useless!""",YouTube,negative,68,10,1,0,0,0,5.8
"""Apple's 'Genius' service is an absolute joke. Frustrating and unhelpful!""",Apple,negative,74,10,1,1,0,0,6.4
"""iCloud's storage pricing is a rip-off. Switching to another service ASAP!""",iCloud,negative,75,11,1,1,0,0,5.8
"""Gmail, stop marking my important emails as spam! This is pathetic.""",Gmail,negative,65,11,1,0,0,0,5
"""The new Apple Watch has the most inaccurate fitness tracking. What a waste!""",Apple Watch,negative,77,12,1,1,0,0,5.5
"""Google Sheets just corrupted my whole project. It's infuriating!""",Google Sheets,negative,61,9,1,0,0,0,5.9
